Date,Open,High,Low,Close
09-Jan-07,3827.4,3837.9,3766.9,3783.2
10-Jan-07,3780.4,3780.4,3722.75,3729.5
11-Jan-07,3717.75,3823.75,3717.75,3815.1
12-Jan-07,3845.7,3924.15,3845.7,3919.4
15-Jan-07,3959.75,3961.65,3939.2,3945.1
16-Jan-07,3958.85,3966.75,3936.6,3949.6
17-Jan-07,3959.55,3967.8,3944.9,3950.6
18-Jan-07,3968.75,4010.05,3952.85,3977.6
19-Jan-07,4003.8,4003.8,3932,3960.5
22-Jan-07,3977.5,3981.9,3939.9,3970.3
23-Jan-07,3962.4,3967.55,3922.55,3929.9
24-Jan-07,3947.75,3961.9,3934.4,3955.3
25-Jan-07,3975.5,4017.4,3958.4,4009
29-Jan-07,4007.9,4010.6,3980.55,3988.4
31-Jan-07,3996.1,3999.4,3937,3948.2
01-Feb-07,3974.55,4001,3946.4,3997.9
02-Feb-07,4022.6,4056.45,4022.6,4041.7
05-Feb-07,4047.5,4074.55,4030.45,4072.5
06-Feb-07,4081.9,4082,4049.45,4058
07-Feb-07,4065,4090.5,4057.3,4084.3
08-Feb-07,4092.85,4092.85,4052.05,4083.4
09-Feb-07,4091.1,4097.8,4028.05,4041
12-Feb-07,4002.1,4004.3,3899.65,3912.4
13-Feb-07,3885.55,3982.2,3859.75,3897.2
14-Feb-07,3826.8,3911.55,3826.6,3902.1
15-Feb-07,3951.6,4009.4,3951.6,4002.1
19-Feb-07,4012.45,4033.2,4008.9,4015.9
20-Feb-07,4024.15,4024.15,3956.5,3962
21-Feb-07,3957.55,3985.3,3939.2,3950.3
22-Feb-07,3960.75,3977.85,3882.75,3895.4
23-Feb-07,3913.3,3913.35,3779.85,3799.4
26-Feb-07,3810.4,3821.25,3726.75,3806.6
27-Feb-07,3816.15,3822.2,3750.9,3767.7
28-Feb-07,3560.4,3719.05,3560.4,3626.2
01-Mar-07,3645.05,3689.75,3597.7,3683.8
02-Mar-07,3676.75,3713.85,3592.95,3605.5
05-Mar-07,3490,3514.65,3436.35,3458.9
06-Mar-07,3526.1,3549.85,3458.55,3529.4
07-Mar-07,3566.4,3584.45,3444,3494.8
08-Mar-07,3514.1,3643.85,3500.4,3628.6
09-Mar-07,3653.75,3653.75,3556.05,3588.4
12-Mar-07,3599.35,3648.1,3589.4,3606.1
13-Mar-07,3615.55,3644.1,3592.15,3640.3
14-Mar-07,3541.4,3552.2,3510,3519.3
15-Mar-07,3577.6,3586.15,3512.1,3522.2
16-Mar-07,3539.4,3544.35,3457.5,3489.3
19-Mar-07,3511.2,3559.5,3495.55,3556.8
20-Mar-07,3587.4,3603,3566.15,3578.9
21-Mar-07,3599.05,3645.55,3564.65,3640.3
22-Mar-07,3692.95,3748.65,3692.95,3744.9
23-Mar-07,3751.35,3772.95,3723.25,3739.1
26-Mar-07,3742,3759.35,3698.6,3701.7
28-Mar-07,3672.35,3682.45,3638.9,3645.9
29-Mar-07,3660.1,3682.15,3634.65,3674.3
30-Mar-07,3683.25,3711,3675.7,3701.5
02-Apr-07,3597.75,3615.15,3509,3522.7
03-Apr-07,3550.45,3586.1,3530.35,3571.4
04-Apr-07,3588.85,3629.6,3588.85,3610.6
05-Apr-07,3613.5,3649.6,3589.9,3632.5
09-Apr-07,3654.3,3729.9,3654.3,3723.6
10-Apr-07,3731.45,3738.9,3700.5,3729.9
11-Apr-07,3737.8,3758,3727.85,3740.1
12-Apr-07,3692.7,3731.3,3692.7,3712.6
13-Apr-07,3729.65,3804.4,3715.5,3798.9
16-Apr-07,3824.75,3891.7,3824.75,3889.3
17-Apr-07,3899.35,3899.35,3855.9,3863.8
18-Apr-07,3882.4,3916.9,3879.45,3889.9
19-Apr-07,3835.5,3891.15,3822,3879.7
20-Apr-07,3922.5,3961.2,3920.45,3956
23-Apr-07,3988.85,3988.85,3944.4,3953
